"Distance [mm]","Mag_H [kA_per_m] - Freq='1MHz' Phase='0deg'"
0,1.58503229642869
0.18,1.58651225954375
0.36,1.58803728143295
0.54,1.58960743188229
0.72,1.59122278062181
0.9,1.5928833973256
1.08,1.59458935161177
1.26,1.59634071304249
1.44,1.59813755112397
1.62,1.59997993530646
1.8,1.60186793498424
1.98,1.60380161949565
2.16,1.60578105812305
2.34,1.60780632009288
2.52,1.60987747457558
2.7,1.61199459068564
2.88,1.61415773748162
3.06,1.61636698396608
3.24,1.61862239908567
3.42,1.62092405173103
3.6,1.62327201073687
3.78,1.62566634488195
3.96,1.62810712288906
4.14,1.63059441342502
4.32,1.6331282851007
4.5,1.63570880647103
4.68,1.63833604603496
4.86,1.64101007223549
5.04,1.64373095345965
5.22,1.64649875803853
5.4,1.64931355424724
5.58,1.65217541030497
5.76,1.6550843943749
5.94,1.6580405745643
6.12,1.66104401892444
6.3,1.66409479545066
6.48,1.66719297208234
6.66,1.67033861670289
6.84,1.67353179713975
7.02,1.67677258116444
7.2,1.68006103649249
7.38,1.68339723078348
7.56,1.68678123164103
7.74,1.69021310661281
7.92,1.69369292319053
8.1,1.69722074880992
8.28,1.7007966508508
8.46,1.70442069663697
8.64,1.70809295343631
8.82,1.71181348846075
9,1.71558236886623
9.18,1.71939966175276
9.36,1.72326543416436
9.54,1.72717975308913
9.72,1.73114268545918
9.9,1.73515429815068
10.08,1.73921465798384
10.26,1.7433238317229
10.44,1.74748188607615
10.62,1.75168888769593
10.8,1.7559449031786
10.98,1.76024999906458
11.16,1.76460424183832
11.34,1.76900769792832
11.52,1.77346043370713
11.7,1.77796251549132
11.88,1.7825140095415
12.06,1.78711498206236
12.24,1.79176549920259
12.42,1.79646562705494
12.6,1.8012154316562
12.78,1.8067440897758
12.96,1.81375644010675
13.14,1.82090636606669
13.32,1.82819359055987
13.5,1.83561785586874
13.68,1.84317892365404
13.86,1.85087657495472
14.04,1.858710610188
14.22,1.86668084914933
14.4,1.8747871310124
14.58,1.88302931432916
14.76,1.89140727702981
14.94,1.89992091642276
15.12,1.9085701491947
15.3,1.91735491141056
15.48,1.9262751585135
15.66,1.93533086532493
15.84,1.94452202604452
16.02,1.95384865425016
16.2,1.963310782898
16.38,1.97290846432244
16.56,1.98264177023611
16.74,1.99251079172989
16.92,2.00251563927292
17.1,2.01265644271255
17.28,2.02293335127442
17.46,2.03334653356238
17.64,2.04389617755853
17.82,2.05458249062324
18,2.06540569949509
18.18,2.07636605029093
18.36,2.08746380850584
18.54,2.09869925901315
18.72,2.11007270606445
18.9,2.12158447328955
19.08,2.1332349036965
19.26,2.14502435967164
19.44,2.15695322297951
19.62,2.16902189476291
19.8,2.18123079554289
19.98,2.19358036521874
20.16,2.20607106306799
20.34,2.21870336774641
20.52,2.23147777728805
20.7,2.24439480910516
20.88,2.25745499998827
21.06,2.27065890610612
21.24,2.28400710300572
21.42,2.29750018561233
21.6,2.31113876822943
21.78,2.32492348453877
21.96,2.33885498760033
22.14,2.35293394985234
22.32,2.36716106311127
22.5,2.38153703857184
22.68,2.39606260680701
22.86,2.41073851776799
23.04,2.42556554078424
23.22,2.44054446456344
23.4,2.45593003426471
23.58,2.47211162513007
23.76,2.48840068805988
23.94,2.50479666617126
24.12,2.52129901323353
24.3,2.53790719366827
24.48,2.55462068254922
24.66,2.57143896560238
24.84,2.58836153920598
25.02,2.60538791039042
25.2,2.62251759683838
25.38,2.63975012688471
25.56,2.65708503951649
25.74,2.67452188437303
25.92,2.69206022174587
26.1,2.70969962257874
26.28,2.72743966846761
26.46,2.74527995166067
26.64,2.7632200750583
26.82,2.78125965221314
27,2.79939830733003
27.18,2.81763567526602
27.36,2.83597140153039
27.54,2.85440514228465
27.72,2.8729365643425
27.9,2.89156534516988
28.08,2.91029117288496
28.26,2.92911374625809
28.44,2.94803277471189
28.62,2.96704797832116
28.8,2.98615908781292
28.98,3.00536584456644
29.16,3.02466800061318
29.34,3.04406531863684
29.52,3.06355757197331
29.7,3.08314454461073
29.88,3.10282603118945
30.06,3.12260183700203
30.24,3.14247177799326
30.42,3.16243568076014
30.6,3.18249338255189
30.78,3.20264473126996
30.96,3.22288958546801
31.14,3.24322781435191
31.32,3.26365929777978
31.5,3.28418392626192
31.68,3.30480160096088
31.86,3.32551223369142
32.04,3.34631574692051
32.22,3.36721207376735
32.4,3.38820115800335
32.58,3.40928295405215
32.76,3.43045742698959
32.94,3.45172455254377
33.12,3.47308431709495
33.3,3.49453671767566
33.48,3.51608176197063
33.66,3.5377194683168
33.84,3.55944986570334
34.02,3.58319962423668
34.2,3.61479239701338
34.38,3.64671744717443
34.56,3.67897457453629
34.74,3.71156360676261
34.92,3.7444843993643
35.1,3.77773683569947
35.28,3.81132082697345
35.46,3.84523631223879
35.64,3.87948325839526
35.82,3.91406166018987
36,3.94897154021682
36.18,3.98421294891755
36.36,4.01978596458072
36.54,4.05569069334219
36.72,4.09192726918506
36.9,4.12849585393965
37.08,4.1653966372835
37.26,4.20262983674135
37.44,4.2401956976852
37.62,4.27809449333422
37.8,4.31632652475484
37.98,4.3548921208607
38.16,4.39379163841264
38.34,4.43302546201876
38.52,4.47259400413434
38.7,4.51249770506191
38.88,4.5527370329512
39.06,4.59331248379917
39.24,4.63422458145001
39.42,4.6754738775951
39.6,4.71706095177307
39.78,4.75898641136976
39.96,4.80125089161822
40.14,4.84385505559874
40.32,4.88679959423883
40.5,4.93008522631318
40.68,4.97655961667034
40.86,5.02432172427755
41.04,5.07250078696905
41.22,5.12109364457675
41.4,5.17009724491603
41.58,5.21950864378582
41.76,5.26932500496855
41.94,5.31954360023017
42.12,5.37016180932018
42.3,5.42117711997157
42.48,5.47258712790088
42.66,5.52438953680811
42.84,5.57658215837687
43.02,5.62916291227421
43.2,5.68212982615074
43.38,5.7354810356406
43.56,5.78921478436141
43.74,5.84332942391435
43.92,5.89782341388409
44.1,5.95269532183884
44.28,6.00794382333033
44.46,6.06356770189381
44.64,6.11956584904804
44.82,6.1759372642953
45,6.23268105512141
45.18,6.28979643699569
45.36,6.34728273337099
45.54,6.40513937568367
45.72,6.46336590335363
45.9,6.52196196378429
46.08,6.58092731236255
46.26,6.64026181245887
46.44,6.69996543542725
46.62,6.76003826060515
46.8,6.82048047531358
46.98,6.88129237485707
47.16,6.94967956182117
47.34,7.03335833116129
47.52,7.11753406626188
47.7,7.20220163810983
47.88,7.28735620136579
48.06,7.37299319436397
48.24,7.45910833911233
48.42,7.54569764129241
48.6,7.63275739025951
48.78,7.72028415904253
48.96,7.80827480434406
49.14,7.89672646654033
49.32,7.98563656968128
49.5,8.07500282149045
49.68,8.1648232133651
49.86,8.25509602037614
50.04,8.34581980126814
50.22,8.43699339845933
50.4,8.52861593804161
50.58,8.62068682978055
50.76,8.71320576711537
50.94,8.80617272715895
51.12,8.89958797069789
51.3,9.00346421988647
51.48,9.11786945745838
51.66,9.23512527619754
51.84,9.35523613913465
52.02,9.47820722808597
52.2,9.60404444365339
52.38,9.73275440522436
52.56,9.86434445097193
52.74,9.9988226378548
52.92,10.1361977416172
53.1,10.2764792567889
53.28,10.4196773966854
53.46,10.5658030934078
53.64,10.719488906843
53.82,10.8807867358277
54,11.0452023762964
54.18,11.2127060587634
54.36,11.3832733001486
54.54,11.556884903778
54.72,11.7335269593834
54.9,11.9131908431025
55.08,12.0958732174786
55.26,12.2815760314612
55.44,12.4703065204055
55.62,12.6620772060726
55.8,12.8569058966293
55.98,13.1070648170305
56.16,13.4321161020645
56.34,13.7754500426341
56.52,14.1371291777222
56.7,14.5172254363324
56.88,14.9158201374892
57.06,15.3330039902382
