"Distance [mm]","Mag_H [kA_per_meter] - Freq='1MHz' Phase='0deg'"
0,1.86376014421257
0.285,1.88909316213112
0.57,1.91453423860951
0.855,1.94008292134487
1.14,1.96573876143357
1.425,1.99150131337119
1.71,2.01737013505253
1.995,2.04334478777166
2.28,2.06942483622182
2.565,2.09560984849553
2.85,2.12189939608452
3.135,2.14829305387973
3.42,2.17479040017134
3.705,2.20139101664879
3.99,2.22809448840068
4.275,2.2549004039149
4.56,2.28180835507854
4.845,2.31661717436638
5.13,2.35282508801603
5.415,2.38923001496178
5.7,2.42583311103329
5.985,2.46263555305459
6.27,2.49963853884409
6.555,2.53684328721451
6.84,2.57425103797297
7.125,2.61186305192092
7.41,2.64968061085417
7.695,2.69056882353255
7.98,2.73857514784561
8.265,2.78659535426583
8.55,2.83462901067894
8.835,2.8826757475707
9.12,2.93073525802696
9.405,2.97880729773359
9.69,3.02689168497653
9.975,3.0749883006418
10.26,3.12309708821543
10.545,3.17157616639252
10.83,3.22089274991117
11.115,3.27100310818172
11.4,3.32190697693331
11.685,3.37360409601877
11.97,3.42609420941471
12.255,3.47937706522147
12.54,3.53345241566307
12.825,3.58832001708736
13.11,3.64397962996584
13.395,3.70043101889378
13.68,3.75767395259019
13.965,3.81570820389779
14.25,3.87453354978306
14.535,3.93414977133621
14.82,3.99455665377116
15.105,4.05575398642561
15.39,4.11774156276096
15.675,4.18051918036234
15.96,4.24408664093864
16.245,4.30844375032247
16.53,4.37359031847017
16.815,4.43952615946185
17.1,4.50625109150129
17.385,4.57376493691606
17.67,4.64206752215744
17.955,4.71115867780046
18.24,4.78103823854387
18.525,4.85170604321016
18.81,4.92316193474555
19.095,4.99540576022
19.38,5.06284067191984
19.665,5.13074143174061
19.95,5.19929598303552
20.235,5.26850474201708
20.52,5.33836812630532
20.805,5.40888655492774
21.09,5.48006044831936
21.375,5.55189022832271
21.66,5.62437631818776
21.945,5.69751914257204
22.23,5.77131912754055
22.515,5.8457767005658
22.8,5.92089229052777
