"Distance [mm]","Mag_H [kA_per_m] - Freq='1MHz' Phase='0deg'"
0,25.6445126622159
0.18,25.6447099160977
0.36,25.6450221490558
0.54,25.64544934554
0.72,25.6459914899984
0.9,25.6466485668766
1.08,25.6474205606186
1.26,25.6483074556661
1.44,25.6493092364586
1.62,25.650425887434
1.8,25.6516573930277
1.98,25.6530037376734
2.16,25.6544649058025
2.34,25.6560408818445
2.52,25.6577316502268
2.7,25.6595371953748
2.88,25.6614575017118
3.06,25.6634925536591
3.24,25.6656423356357
3.42,25.667906832059
3.6,25.6702860273442
3.78,25.6727799059041
3.96,25.6753884521499
4.14,25.6781116504906
4.32,25.680949485333
4.5,25.6839019410822
4.68,25.6869690021408
4.86,25.6901506529098
5.04,25.6934468777877
5.22,25.6968576611715
5.4,25.7003829874556
5.58,25.7040228410327
5.76,25.7077772062934
5.94,25.7116460676261
6.12,25.7156294094174
6.3,25.7197272160515
6.48,25.723939471911
6.66,25.728266161376
6.84,25.732707268825
7.02,25.737262778634
7.2,25.7419326751774
7.38,25.7467169428271
7.56,25.7516155659533
7.74,25.756628528924
7.92,25.7617558161052
8.1,25.7669974118608
8.28,25.7723533005528
8.46,25.7778234665409
8.64,25.783407894183
8.82,25.7891065678348
9,25.79491947185
9.18,25.8008465905803
9.36,25.8068879083752
9.54,25.8130434095824
9.72,25.8193130785472
9.9,25.8256968996133
10.08,25.832194857122
10.26,25.8388069354126
10.44,25.8455331188226
10.62,25.852373391687
10.8,25.8593277383394
10.98,25.8663961431106
11.16,25.87357859033
11.34,25.8808750643246
11.52,25.8882855494193
11.7,25.8958100299373
11.88,25.9034484901994
12.06,25.9112009145245
12.24,25.9190672872296
12.42,25.9270475926293
12.6,25.9351418150364
12.78,25.9433499387617
12.96,25.9516719481137
13.14,25.9601078273992
13.32,25.9686575609225
13.5,25.9797455400863
13.68,25.9918864756592
13.86,26.0041226925543
14.04,26.0164542556792
14.22,26.0288812314831
14.4,26.0414036879568
14.58,26.0540216946329
14.76,26.0667353225855
14.94,26.0795446444303
15.12,26.0924497343249
15.3,26.1054506679681
15.48,26.1185475226009
15.66,26.1317403770055
15.84,26.145029311506
16.02,26.158414407968
16.2,26.1718957497989
16.38,26.1854734219475
16.56,26.1991475109046
16.74,26.2129181047023
16.92,26.2267852929146
17.1,26.2407491666569
17.28,26.2548098185865
17.46,26.2689673429022
17.64,26.2832218353446
17.82,26.2975733931957
18,26.3120221152792
18.18,26.3265681019608
18.36,26.3412114551473
18.54,26.3559522782875
18.72,26.3707906763718
18.9,26.3857267559322
19.08,26.4007606250423
19.26,26.4158923933175
19.44,26.4311221719147
19.62,26.4464500735324
19.8,26.4618762124111
19.98,26.4774007043324
20.16,26.4930236666201
20.34,26.5087452181391
20.52,26.5245654792965
20.7,26.5404845720406
20.88,26.5565026198616
21.06,26.5726197477913
21.24,26.588836082403
21.42,26.6051517518119
21.6,26.6215668856746
21.78,26.6380816151894
21.96,26.6546960730966
22.14,26.6714103936775
22.32,26.6882247127556
22.5,26.7051391676959
22.68,26.7221538974048
22.86,26.7392690423306
23.04,26.7564847444633
23.22,26.7738011473343
23.4,26.7912183960168
23.58,26.8087366371257
23.76,26.8263560188174
23.94,26.84407669079
24.12,26.8618988042833
24.3,26.8798225120787
24.48,26.8978479684993
24.66,26.9159753294098
24.84,26.9342047522165
25.02,26.9525363958675
25.2,26.9709704208522
25.38,26.9895069892022
25.56,27.0081462644902
25.74,27.0268884118309
25.92,27.0457335978806
26.1,27.064681990837
26.28,27.0837337604398
26.46,27.1041328532703
26.64,27.1297821187601
26.82,27.1555014009617
27,27.1812905153238
27.18,27.2071492789729
27.36,27.2330775107133
27.54,27.2590750310268
27.72,27.2851416620733
27.9,27.3112772276902
28.08,27.3374815533927
28.26,27.3637544663739
28.44,27.3900957955043
28.62,27.4165053713326
28.8,27.4429830260848
28.98,27.469528593665
29.16,27.4961419096549
29.34,27.5228228113139
29.52,27.5495711375793
29.7,27.5763867290659
29.88,27.6032694280665
30.06,27.6302190785516
30.24,27.6572355261694
30.42,27.6843186182456
30.6,27.7114682037842
30.78,27.7386841334665
30.96,27.7659662596516
31.14,27.7933144363766
31.32,27.8207285193562
31.5,27.8482083659826
31.68,27.8757538353262
31.86,27.9033647881348
32.04,27.9310410868342
32.22,27.9587825955277
32.4,27.9865891799966
32.58,28.0144607076997
32.76,28.0423970477737
32.94,28.0703980710329
33.12,28.0984636499697
33.3,28.1265936587539
33.48,28.1547879732331
33.66,28.1830464709327
33.84,28.211369031056
34.02,28.2397555344838
34.2,28.2682058637747
34.38,28.2967199031651
34.56,28.3252975385692
34.74,28.3539386575789
34.92,28.3826431494639
35.1,28.4114109051714
35.28,28.4402418173266
35.46,28.4691357802326
35.64,28.4980926898697
35.82,28.5271124438964
36,28.556194941649
36.18,28.5853400841412
36.36,28.6145477740646
36.54,28.6438179157886
36.72,28.6731504153604
36.9,28.7025451805047
37.08,28.7320021206243
37.26,28.7615211467995
37.44,28.7911021717883
37.62,28.8207451100267
37.8,28.8504498776283
37.98,28.8802163923843
38.16,28.9100445737639
