"Distance [mm]","Mag_H [kA_per_m] - Freq='1MHz' Phase='0deg'"
0,37.7486916945088
0.36,37.7685636276143
0.72,37.7885486274827
1.08,37.8086466908819
1.44,37.8288578159989
1.8,37.8491820024402
2.16,37.8696192512315
2.52,37.8901695648179
2.88,37.9108329470639
3.24,37.9316094032534
3.6,37.9524989400893
3.96,37.9735015656943
4.32,37.9946172896102
4.68,38.0158461227982
5.04,38.0371880776387
5.4,38.0586431679318
5.76,38.0802114088965
6.12,38.1018928171716
6.48,38.1236874108148
6.84,38.1455952093035
7.2,38.1676162335343
7.56,38.1897505058231
7.92,38.2119980499052
8.28,38.2343588909353
8.64,38.2568330554873
9,38.2794205715546
9.36,38.30212146855
9.72,38.3249357773053
10.08,38.347863530072
10.44,38.3709047605208
10.8,38.3940595037418
11.16,38.4173277962444
11.52,38.4407096759573
11.88,38.4642051822286
12.24,38.4878143558258
12.6,38.5115372389357
12.96,38.5353738751645
13.32,38.5593243095376
13.68,38.5833885884998
14.04,38.6075667599153
14.4,38.6318588730677
14.76,38.6562649786597
15.12,38.6807851288138
15.48,38.7054193770713
15.84,38.7301677783931
16.2,38.7550303891597
16.56,38.7800072671705
16.92,38.8067987885006
17.28,38.8379066279173
17.64,38.8692536208798
18,38.900840050357
18.36,38.9326662177574
18.72,38.9647324429291
19.08,38.9970390641605
19.44,39.0295864381791
19.8,39.0623749401525
20.16,39.0954049636883
20.52,39.1286769208333
20.88,39.1621912420745
21.24,39.1959483763385
21.6,39.2299487909916
21.96,39.26419297184
22.32,39.2986814231296
22.68,39.333414667546
23.04,39.3683932462148
23.4,39.403617718701
23.76,39.4390886630096
24.12,39.4748066755853
24.48,39.5107723713126
24.84,39.5469863835157
25.2,39.5834493639586
25.56,39.6201619828451
25.92,39.6571249288186
26.28,39.6943389089625
26.64,39.7318046487997
27,39.769522892293
27.36,39.8074944018452
27.72,39.8457199582983
28.08,39.8842003609346
28.44,39.9229364274758
28.8,39.9619289940836
29.16,40.0025789139822
29.52,40.0523628042017
29.88,40.1032069951209
30.24,40.1551119221906
30.6,40.2080780159079
30.96,40.2621057018162
31.32,40.3171954005054
31.68,40.3733475276115
32.04,40.4305624938169
32.4,40.4888407048505
32.76,40.5481825614872
33.12,40.6085884595484
33.48,40.6700587899018
33.84,40.7325939384615
34.2,40.7961942861878
34.56,40.8608602090873
