"Distance [mm]","Mag_H [kA_per_m] - Freq='1MHz' Phase='0deg'"
0,48.6516584195112
0.18,48.6519052873904
0.36,48.6521752377021
0.54,48.652468269868
0.72,48.6527843833121
0.9,48.6531235774617
1.08,48.6534858517467
1.26,48.6538712055996
1.44,48.6542796384562
1.62,48.6547111497546
1.8,48.655165738936
1.98,48.6556434054442
2.16,48.6561441487259
2.34,48.6566679682307
2.52,48.6572148634107
2.7,48.6577848337212
2.88,48.6583778786199
3.06,48.6589939975674
3.24,48.6596331900275
3.42,48.6602954554662
3.6,48.6609807933527
3.78,48.6616892031587
3.96,48.6624206843592
4.14,48.6631752364313
4.32,48.6639528588555
4.5,48.6647535511148
4.68,48.665577312695
4.86,48.6664241430847
5.04,48.6672940417755
5.22,48.6681870082617
5.4,48.66910304204
5.58,48.6700421426106
5.76,48.6710043094761
5.94,48.6719895421418
6.12,48.6729978401161
6.3,48.6740292029098
6.48,48.6750836300369
6.66,48.676161121014
6.84,48.6772616753605
7.02,48.6783852925987
7.2,48.6795319722536
7.38,48.680701713853
7.56,48.6818945169275
7.74,48.6831103810106
7.92,48.6843493056383
8.1,48.6856112903499
8.28,48.686896334687
8.46,48.6882044381943
8.64,48.6895356004192
8.82,48.6908898209119
9,48.6922670992254
9.18,48.6936674349154
9.36,48.6950908275406
9.54,48.6965372766625
9.72,48.6980067818451
9.9,48.6994993426554
10.08,48.7010149586633
10.26,48.7025536294414
10.44,48.7041153545649
10.62,48.7057001336121
10.8,48.707307966164
10.98,48.7089388518043
11.16,48.7105927901196
11.34,48.7122697806993
11.52,48.7139698231356
11.7,48.7156929170234
11.88,48.7174390619605
12.06,48.7192082575474
12.24,48.7210005033876
12.42,48.722815799087
12.6,48.7246541442547
12.78,48.7265155385025
12.96,48.728399981445
13.14,48.7303074726994
13.32,48.7322380118859
13.5,48.7341915986274
13.68,48.7361682325498
13.86,48.7381679132814
14.04,48.7401906404537
14.22,48.7422364137008
14.4,48.7443052326595
14.58,48.7463970969698
14.76,48.7485120062739
14.94,48.7506499602174
15.12,48.7542966086866
15.3,48.7579906595737
15.48,48.7617226773507
15.66,48.7654926635553
15.84,48.7693006197242
16.02,48.7731465473939
16.2,48.7770304480999
16.38,48.780952323377
16.56,48.7849121747595
16.74,48.788910003781
16.92,48.7929458119742
17.1,48.7970196008715
17.28,48.8011313720041
17.46,48.8052811269029
17.64,48.8094688670982
17.82,48.8136945941193
18,48.8179583094951
18.18,48.8222600147535
18.36,48.8265997114222
18.54,48.8309774010278
18.72,48.8353930850963
18.9,48.8398467651531
19.08,48.844338442723
19.26,48.8488681193298
19.44,48.8534357964972
19.62,48.8580414757476
19.8,48.8626851586031
19.98,48.8673668465848
20.16,48.8720865412136
20.34,48.8768442440093
20.52,48.8816399564911
20.7,48.8864736801778
20.88,48.8913454165872
21.06,48.8962551672364
21.24,48.9012029336421
21.42,48.9061887173201
21.6,48.9112125197857
21.78,48.9162743425533
21.96,48.9213741871368
22.14,48.9265120550492
22.32,48.9316879478031
22.5,48.9369018669103
22.68,48.942153813882
22.86,48.9474437902284
23.04,48.9527717974594
23.22,48.9581378370841
23.4,48.9635419106108
23.58,48.9689840195472
23.76,48.9744641654005
23.94,48.979982349677
24.12,48.9855385738822
24.3,48.9911328395213
24.48,48.9967651480986
24.66,49.0024355011176
24.84,49.0081439000814
25.02,49.0138903464923
25.2,49.0196748418517
25.38,49.0254973876607
25.56,49.0313579854195
25.74,49.0372566366277
25.92,49.0431933427841
26.1,49.049168105387
26.28,49.0551809259338
26.46,49.0612318059215
26.64,49.0673207468462
26.82,49.0734477502033
27,49.0796128174876
27.18,49.0858159501934
27.36,49.0920571498141
27.54,49.0983364178424
27.72,49.1046537557703
27.9,49.1110091650895
28.08,49.1174026472904
28.26,49.1238342038633
28.44,49.1303038362973
28.62,49.1368115460815
28.8,49.1433573347035
28.98,49.1499412036509
29.16,49.1565631544103
29.34,49.1632231884676
29.52,49.1699213073082
29.7,49.1766575124165
29.88,49.1834318052767
30.06,49.1902441873718
30.24,49.1970946601847
30.42,49.203983225197
30.6,49.2109098838901
30.78,49.2178746377444
30.96,49.2248774882399
31.14,49.2319184368557
31.32,49.2389974850703
31.5,49.2461146343616
31.68,49.2568121686134
31.86,49.2688516015411
32.04,49.2809871955712
32.22,49.2932189353457
32.4,49.3055468055183
32.58,49.3179707907545
32.76,49.3304908757318
32.94,49.3431070451393
33.12,49.3558192836779
33.3,49.3686275760608
33.48,49.3815319070124
33.66,49.3945322612695
33.84,49.4076286235801
34.02,49.4208209787047
34.2,49.4341093114151
34.38,49.4474936064953
34.56,49.4609738487407
34.74,49.4745500229591
34.92,49.4882221139697
35.1,49.5019901066036
35.28,49.5158539857038
35.46,49.5298137361252
35.64,49.5438693427343
35.82,49.5580207904097
36,49.5722680640416
36.18,49.5866111485322
36.36,49.6010500287953
36.54,49.6155846897569
36.72,49.6302151163545
36.9,49.6449412935375
37.08,49.6597632062673
37.26,49.6746808395169
37.44,49.6896941782712
37.62,49.7048032075271
37.8,49.7200079122929
37.98,49.7353082775894
38.16,49.7507042884486
38.34,49.7661959299146
38.52,49.7817831870434
38.7,49.7974660449025
38.88,49.8132444885717
39.06,49.8291185031423
39.24,49.8450880737175
39.42,49.8611531854123
39.6,49.8773138233537
39.78,49.8935699726804
39.96,49.9099216185428
40.14,49.9263687461033
40.32,49.9429113405363
40.5,49.9595493870273
40.68,49.9762828707747
40.86,49.9931117769881
41.04,50.0118765657769
41.22,50.033212905045
41.4,50.0548468083994
41.58,50.0767783905817
41.76,50.0990077667617
41.94,50.1215350525363
42.12,50.1443603639299
42.3,50.1674838173945
42.48,50.1909055298094
42.66,50.2146256184816
42.84,50.2386442011456
43.02,50.2629613959631
43.2,50.2875773215236
43.38,50.3124920968441
43.56,50.3377058413688
43.74,50.3632186749696
43.92,50.3890307179459
44.1,50.4151420910246
44.28,50.4415529153599
44.46,50.4682633125338
44.64,50.4952734045554
44.82,50.5225833138618
45,50.550193163317
45.18,50.578103076213
45.36,50.6063131762691
45.54,50.6348235876319
45.72,50.6636344348759
45.9,50.6927458430026
46.08,50.7221579374415
46.26,50.7518708440492
46.44,50.78188468911
46.62,50.8121995993355
46.8,50.8428157018651
46.98,50.8737331242654
47.16,50.9049519945306
47.34,50.9364724410823
47.52,50.96829459277
47.7,51.0004185788699
47.88,51.0328445290866
48.06,51.0655725735515
48.24,51.0986028428239
48.42,51.1319354678903
48.6,51.1655705801649
48.78,51.1995083114892
48.96,51.2337487941325
49.14,51.2682921607914
49.32,51.3031385445899
49.5,51.3382880790794
49.68,51.3737408982393
49.86,51.4094971364759
50.04,51.4455569286236
50.22,51.4819204099436
50.4,51.5198653510675
50.58,51.5658312999325
50.76,51.6122993134214
50.94,51.6592693901378
51.12,51.7067415279704
51.3,51.7547157240933
51.48,51.8031919749662
51.66,51.8521702763333
51.84,51.9016506232249
52.02,51.9516330099562
52.2,52.0021174301276
52.38,52.0531038766248
52.56,52.1045923416192
52.74,52.1565828165669
