"Distance [mm]","Mag_H [kA_per_m] - Freq='1MHz' Phase='0deg'"
0,8.67528206090177
0.36,8.67594159938173
0.72,8.67658677697931
1.08,8.67721759632471
1.44,8.67783406036157
1.8,8.67843617234704
2.16,8.67902393585171
2.52,8.67959735475964
2.88,8.68015643326838
3.24,8.68070117588891
3.6,8.68123158744577
3.96,8.68174767307688
4.32,8.68224943823364
4.68,8.68273688868098
5.04,8.68321003049727
5.4,8.68366887007434
5.76,8.68411341411745
6.12,8.68454366964543
6.48,8.68495964399053
6.84,8.68536134479844
7.2,8.68574878002837
7.56,8.68612195795295
7.92,8.68648088715836
8.28,8.68682557654417
8.64,8.68715603532346
9,8.68747227302278
9.36,8.68777429948214
9.72,8.68806212485504
10.08,8.68833575960841
10.44,8.68859521452267
10.8,8.68884050069177
11.16,8.68907162952304
11.52,8.68928861273732
11.88,8.68949146236895
12.24,8.68968019076568
12.6,8.68985481058878
12.96,8.69001533481297
13.32,8.69016177672643
13.68,8.69029414993083
14.04,8.69041246834133
14.4,8.69051674618651
14.76,8.69060699800848
15.12,8.69068323866274
15.48,8.69074548331835
15.84,8.69079374745778
16.2,8.690828046877
16.56,8.69084839768543
16.92,8.69085481630599
17.28,8.69084731947503
17.64,8.69082592424241
18,8.69079064797145
18.36,8.69074150833893
18.72,8.6906785233351
19.08,8.69060171126371
19.44,8.69051109074191
19.8,8.69040668070041
20.16,8.69028850038335
20.52,8.69015656934832
20.88,8.69001090746644
21.24,8.68985153492222
21.6,8.68967847221369
21.96,8.68949174015237
22.32,8.68929135986319
22.68,8.6890773527846
23.04,8.68884974066853
23.4,8.68860854558034
23.76,8.68835378989886
24.12,8.68808549631643
24.48,8.68780368783884
24.84,8.68750838778535
25.2,8.68719961978868
25.56,8.68687740779504
25.92,8.6865417760641
26.28,8.68619274916903
26.64,8.68583035199641
27,8.68545460974633
27.36,8.68506554793235
27.72,8.68434508604955
28.08,8.68182839792242
28.44,8.6793825348684
28.8,8.67700747963085
29.16,8.67470321628161
29.52,8.6724697302211
29.88,8.67030700817821
30.24,8.66821503821032
30.6,8.66619380970338
30.96,8.66424331337182
31.32,8.66236354125859
31.68,8.66055448673516
32.04,8.6588161445015
32.4,8.65714851058607
32.76,8.6555515823459
33.12,8.65402535846647
33.48,8.65256983896182
33.84,8.65118502517451
34.2,8.64987091977556
34.56,8.64862752676455
34.92,8.64745485146954
35.28,8.64635290054713
35.64,8.64532168198241
36,8.64436120508901
36.36,8.64347148050904
36.72,8.64265252021314
37.08,8.64190433750048
37.44,8.64122694699871
37.8,8.640620364664
38.16,8.64008460778106
38.52,8.63961969496306
38.88,8.63922564615176
39.24,8.63890248261736
39.6,8.63865022695862
39.96,8.63846890310275
40.32,8.63835853630558
40.68,8.63831915315135
41.04,8.63835078155284
41.4,8.63845345075139
41.76,8.6386271913168
42.12,8.6388720351474
42.48,8.63918801547003
42.84,8.63957516684006
43.2,8.64003352514134
43.56,8.64056312758627
43.92,8.64116401271573
44.28,8.64183622039913
44.64,8.64257979183438
45,8.64339476954794
45.36,8.64428119739474
45.72,8.64523912055823
46.08,8.64626858555039
46.44,8.64736964021171
46.8,8.64854233371115
47.16,8.64978671654626
47.52,8.65110284054304
47.88,8.65249075885605
48.24,8.6539505259683
48.6,8.65548219769139
48.96,8.65708583116535
49.32,8.6587614848588
49.68,8.66050921856883
50.04,8.66232909342102
50.4,8.66422117186953
50.76,8.66618551769698
51.12,8.66822219601454
51.48,8.67033127326184
51.84,8.67251281720707
52.2,8.67476689694693
52.56,8.6770935829066
52.92,8.6794929468398
53.28,8.68196506182876
53.64,8.68451000228424
54,8.69482396307809
54.36,8.71527848987023
54.72,8.73556471991505
55.08,8.75568300428988
55.44,8.77563369838487
55.8,8.79541716190308
56.16,8.81503375886031
56.52,8.83448385758527
56.88,8.85376783071944
57.24,8.87288605521717
57.6,8.89183891234561
