"Distance [mm]","Mag_H [kA_per_m] - Freq='1MHz' Phase='0deg'"
0,26.650479004944
0.18,26.6503386429808
0.36,26.6501910598599
0.54,26.6500362557236
0.72,26.6498742307146
0.9,26.6497049849757
1.08,26.6495285186503
1.26,26.6493448318821
1.44,26.649153924815
1.62,26.6489557975933
1.8,26.6487504503617
1.98,26.6485378832651
2.16,26.648318096449
2.34,26.6480910900589
2.52,26.6478568642408
2.7,26.647615419141
2.88,26.6473667549063
3.06,26.6471108716836
3.24,26.6468477696201
3.42,26.6465774488637
3.6,26.6462999095624
3.78,26.6460151518644
3.96,26.6457231759183
4.14,26.6454239818734
4.32,26.6451175698788
4.5,26.6448039400843
4.68,26.6444830926398
4.86,26.6441550276958
5.04,26.6438197454029
5.22,26.6434772459121
5.4,26.6431275293749
5.58,26.6427705959428
5.76,26.642406445768
5.94,26.6420350790028
6.12,26.6416564957999
6.3,26.6412706963123
6.48,26.6408776806934
6.66,26.640477449097
6.84,26.640070001677
7.02,26.6396553385878
7.2,26.6392334599842
7.38,26.6388043660213
7.56,26.6383680568543
7.74,26.637924532639
7.92,26.6374737935316
8.1,26.6370158396883
8.28,26.6365506712659
8.46,26.6360782884215
8.64,26.6355986913124
8.82,26.6351118800965
9,26.6346178549317
9.18,26.6341166159765
9.36,26.6336081633897
9.54,26.6330924973303
9.72,26.6325696179577
9.9,26.6320395254316
10.08,26.6315022199123
10.26,26.63095770156
10.44,26.6304059705356
10.62,26.629847027
10.8,26.6292808711149
10.98,26.6287075030419
11.16,26.6281269229431
11.34,26.6275391309809
11.52,26.6269441273182
11.7,26.6263419121181
11.88,26.6257324855439
12.06,26.6251158477594
12.24,26.6244919989288
12.42,26.6238609392166
12.6,26.6232226687875
12.78,26.6225771878066
12.96,26.6219244964394
13.14,26.6212645948516
13.32,26.6205845111461
13.5,26.619560208768
13.68,26.6185289989475
13.86,26.6174908818396
14.04,26.6164458576
14.22,26.6153939263849
14.4,26.614335088351
14.58,26.6132693436559
14.76,26.6121966924573
14.94,26.6111171349139
15.12,26.6100306711848
15.3,26.6089373014297
15.48,26.607837025809
15.66,26.6067298444835
15.84,26.6056157576148
16.02,26.6044947653649
16.2,26.6033668678965
16.38,26.6022320653728
16.56,26.6010903579577
16.74,26.5999417458156
16.92,26.5987862291115
17.1,26.597623808011
17.28,26.5964544826803
17.46,26.5952782532861
17.64,26.5940951199959
17.82,26.5929050829776
18,26.5917081423996
18.18,26.5905042984313
18.36,26.5892935512421
18.54,26.5880759010025
18.72,26.5868513478834
18.9,26.5856198920561
19.08,26.5843815336928
19.26,26.5831362729662
19.44,26.5818841100493
19.62,26.5806250451162
19.8,26.5793590783411
19.98,26.578086209899
20.16,26.5768064399656
20.34,26.5755197687171
20.52,26.5742261963301
20.7,26.572925722982
20.88,26.5716183488508
21.06,26.570304074115
21.24,26.5689828989537
21.42,26.5676548235465
21.6,26.5663198480738
21.78,26.5649779727164
21.96,26.5636291976558
22.14,26.562273523074
22.32,26.5609109491536
22.5,26.5595414760779
22.68,26.5581651040307
22.86,26.5567818331964
23.04,26.5553916637599
23.22,26.5539945959068
23.4,26.5525906298233
23.58,26.551179765696
23.76,26.5497620037125
23.94,26.5483373440604
24.12,26.5469057869284
24.3,26.5454673325055
24.48,26.5440219809814
24.66,26.5425697325464
24.84,26.5411105873914
25.02,26.5396445457077
25.2,26.5381716076874
25.38,26.536691773523
25.56,26.535205043408
25.74,26.5337114175359
25.92,26.5322108961012
26.1,26.5307034792987
26.28,26.5291891673242
26.46,26.5276679603737
26.64,26.5261398586439
26.82,26.5246048623322
27,26.5230629716364
27.18,26.5215141867551
27.36,26.5199585078872
27.54,26.5183959352325
27.72,26.5168264689913
27.9,26.5152501093642
28.08,26.5136668565529
28.26,26.5120767107592
28.44,26.5104796721858
28.62,26.5088757410358
28.8,26.5072649175131
28.98,26.5056472018219
29.16,26.5040225941673
29.34,26.5023910947548
29.52,26.5007527037904
29.7,26.4991074214809
29.88,26.4974552480336
30.06,26.4957961836563
30.24,26.4941302285576
30.42,26.4924573829464
30.6,26.4907776470325
30.78,26.4890910210261
30.96,26.4873975051379
31.14,26.4856970995794
31.32,26.4839898045626
31.5,26.4822756203
31.68,26.4805545470048
31.86,26.4788265848909
32.04,26.4771611923255
32.22,26.476069967003
32.4,26.474992541132
32.58,26.4739289150235
32.76,26.4728790889924
32.94,26.4718430633571
33.12,26.4708208384396
33.3,26.4698124145657
33.48,26.4688177920646
33.66,26.4678369712694
33.84,26.4668699525167
34.02,26.4659167361469
34.2,26.4649773225038
34.38,26.4640517119351
34.56,26.4631399047919
34.74,26.4622419014292
34.92,26.4613577022054
35.1,26.4604873074828
35.28,26.4596307176271
35.46,26.4587879330078
35.64,26.4579589539981
35.82,26.4571437809746
36,26.4563424143177
36.18,26.4555548544116
36.36,26.4547811016438
36.54,26.4540211564058
36.72,26.4532750190925
36.9,26.4525426901025
37.08,26.4518241698381
37.26,26.4511194587053
37.44,26.4504285571135
37.62,26.4497514654761
37.8,26.4490881842098
37.98,26.4484387137351
38.16,26.4478030544763
38.34,26.4471812068611
38.52,26.446573171321
38.7,26.445978948291
38.88,26.4453985382098
39.06,26.4448319415199
39.24,26.4442791586673
