"Distance [mm]","Mag_H [kA_per_m] - Freq='1MHz' Phase='0deg'"
0,1.69222299347892
0.18,1.69340796274046
0.36,1.69463106827793
0.54,1.69589230341742
0.72,1.697191661362
0.9,1.69852913519168
1.08,1.69990471786346
1.26,1.70131840221131
1.44,1.70277018094617
1.62,1.70426004665594
1.8,1.70578799180551
1.98,1.70735400873673
2.16,1.70895808966841
2.34,1.71060022669635
2.52,1.7122804117933
2.7,1.713998636809
2.88,1.71575489347016
3.06,1.71754917338044
3.24,1.71938146802048
3.42,1.72125176874791
3.6,1.7231600667973
3.78,1.72510635328022
3.96,1.72709061918517
4.14,1.72911285537767
4.32,1.73117305260018
4.5,1.73327120147213
4.68,1.73540729248994
4.86,1.73758131602697
5.04,1.73979326233359
5.22,1.74204312153709
5.4,1.74433088364179
5.58,1.74665653852893
5.76,1.74902007595675
5.94,1.75142148556045
6.12,1.7538607568522
6.3,1.75633787922114
6.48,1.75885284193339
6.66,1.76140563413202
6.84,1.76399624483709
7.02,1.76662466294563
7.2,1.76929087723162
7.38,1.77199487634605
7.56,1.77473664881683
7.74,1.77751618304888
7.92,1.78033346732407
8.1,1.78318848980125
8.28,1.78608123851624
8.46,1.78901170138183
8.64,1.79197986618777
8.82,1.7949857206008
9,1.79802925216461
9.18,1.80111044829987
9.36,1.80422929630423
9.54,1.80738578335229
9.72,1.81057989649565
9.9,1.81381162266284
10.08,1.8170809486594
10.26,1.82038786116781
10.44,1.82373234674754
10.62,1.82711439183503
10.8,1.83053398274368
10.98,1.83399110566386
11.16,1.83748574666293
11.34,1.84101789168519
11.52,1.84458752655194
11.7,1.84819463696142
11.88,1.85183920848888
12.06,1.85552122658651
12.24,1.85924067658347
12.42,1.86299754368591
12.6,1.86679181297694
12.78,1.87062346941663
12.96,1.87449249784205
13.14,1.8783988829672
13.32,1.88248862203565
13.5,1.89042397170598
13.68,1.89842200199739
13.86,1.90648264772014
14.04,1.91460584434865
14.22,1.92279152802156
14.4,1.93103963554171
14.58,1.93935010437614
14.76,1.94772287265608
14.94,1.956157879177
15.12,1.96465506339852
15.3,1.97321436544452
15.48,1.98183572610304
15.66,1.99051908682633
15.84,1.99926438973085
16.02,2.00807157759727
16.2,2.01694059387044
16.38,2.02587138265943
16.56,2.0348638887375
16.74,2.04391805754214
16.92,2.05303383517501
17.1,2.06221116840198
17.28,2.07145000465313
17.46,2.08075029202275
17.64,2.09011197926931
17.82,2.0995350158155
18,2.1090193517482
18.18,2.1185649378185
18.36,2.1281717254417
18.54,2.13783966669729
18.72,2.14756871432897
18.9,2.15735882174464
19.08,2.16720994301639
19.26,2.17712203288053
19.44,2.18709504673756
19.62,2.1971289406522
19.8,2.20722367135336
19.98,2.21737919623415
20.16,2.22759547335188
20.34,2.23787246142808
20.52,2.24821011984846
20.7,2.25860840866295
20.88,2.26906728858567
21.06,2.27958672099495
21.24,2.29016666793333
21.42,2.30080709210752
21.6,2.31150795688848
21.78,2.32226922631133
21.96,2.33309086507542
22.14,2.34397283854429
22.32,2.35491511274569
