"Distance [mm]","Mag_H [kA_per_meter] - Freq='1MHz' Phase='0deg'"
0,0.230388359442304
0.36,0.231131451686288
0.72,0.23201966313157
1.08,0.233052761701004
1.44,0.234230523323018
1.8,0.235552731931606
2.16,0.237019179466333
2.52,0.238629665872336
2.88,0.24304249301486
3.24,0.248310431837926
3.6,0.253968773961733
3.96,0.259998813557496
4.32,0.266382616670048
4.68,0.273103021217842
5.04,0.280143636992946
5.4,0.28748884566105
5.76,0.295123800761463
6.12,0.303034427707108
6.48,0.311207423784531
6.84,0.319630258153896
7.2,0.328291171848983
7.56,0.337179177777194
7.92,0.346284060719546
8.28,0.355596377330678
8.64,0.365107456138845
9,0.374809397545921
9.36,0.384695073827403
9.72,0.394758129132396
10.08,0.404992979483637
10.44,0.41539481277747
10.8,0.425959588783867
11.16,0.436684039146409
11.52,0.447565667382305
11.88,0.458602748882374
12.24,0.469794330911062
12.6,0.481140232606425
12.96,0.492641044980146
13.32,0.504298130917519
13.68,0.516113625177464
14.04,0.528090434392511
14.4,0.540232237068818
14.76,0.552543483586152
15.12,0.565723386585561
15.48,0.580102807139329
15.84,0.594640013135405
16.2,0.609334011857372
16.56,0.624183828504041
16.92,0.639188506189453
17.28,0.654347105942874
17.64,0.6696587067088
18,0.685122405346953
18.36,0.704122650502653
18.72,0.732542884550988
19.08,0.761027456937716
19.44,0.789568311917542
19.8,0.81815803300496
20.16,0.846789842974237
20.52,0.87545760385944
20.88,0.904155816954405
21.24,0.932879622812761
21.6,0.961624801247911
21.96,0.990387771333057
22.32,1.01916559140116
22.68,1.04557151394674
23.04,1.07046502067755
23.4,1.09562662876375
23.76,1.1210550681758
24.12,1.14674910792624
24.48,1.17270755606963
24.84,1.1989292597026
25.2,1.22541310496382
25.56,1.25215801703399
25.92,1.27916296013588
26.28,1.3064269375343
26.64,1.3339489915361
27,1.36172820349018
27.36,1.3897636937875
27.72,1.41805462186104
28.08,1.44660018618585
28.44,1.47539962427902
28.8,1.50445221269969
29.16,1.53375726704904
29.52,1.56733480985614
29.88,1.60372463811662
30.24,1.64030650745248
30.6,1.67707998878624
30.96,1.71404472358506
31.32,1.7512004238607
31.68,1.78854687216955
32.04,1.82608392161258
32.4,1.86381149583542
32.76,1.90172958902828
33.12,1.93983826592599
33.48,1.97813766180801
33.84,2.01662798249839
34.2,2.05530950436583
34.56,2.0941825743236
34.92,2.13324760982962
35.28,2.1725050988864
35.64,2.21195560004107
36,2.2515997423854
36.36,2.2916407904648
36.72,2.33267360680204
37.08,2.37385785279111
37.44,2.41519166284863
37.8,2.45667321393723
38.16,2.49830072556556
38.52,2.54007245978825
38.88,2.58198672120597
39.24,2.62404185696537
39.6,2.66623625675912
39.96,2.70633230188758
40.32,2.73928461634302
40.68,2.77304195716512
41.04,2.80760505546243
41.4,2.84297497607817
41.76,2.87915311759032
42.12,2.91614121231157
42.48,2.95394132628932
42.84,2.9925558593057
43.2,3.03198754487755
43.56,3.07223945025644
43.92,3.12281632727098
44.28,3.18365876662297
44.64,3.23867432946681
45,3.28319068336009
45.36,3.32577830188573
45.72,3.36646790345458
46.08,3.40529369999514
46.44,3.44229339695357
46.8,3.47750819329372
47.16,3.51098278149708
47.52,3.54276534756283
47.88,3.57290757100781
48.24,3.60146462486651
48.6,3.6284951756911
48.96,3.72194947418776
49.32,3.83570840725203
49.68,3.95229155571838
50.04,4.0716312485324
50.4,4.19366754300021
50.76,4.31834822478843
51.12,4.44562880792421
51.48,4.50770405253168
51.84,4.56363301649703
52.2,4.6285123392598
52.56,4.70187359231994
52.92,4.78327163432129
53.28,4.87228461105169
53.64,4.96851395544286
54,5.2484828589899
54.36,5.5740148987971
54.72,5.93354448599126
55.08,6.32681009012163
55.44,6.75356517389808
55.8,7.21357819319116
56.16,7.70663259703198
56.52,8.23252682761241
56.88,8.86291885143964
57.24,9.69753328171013
57.6,10.6744715536606
57.96,11.7525639728924
58.32,11.0695285164308
58.68,9.93986748324064
59.04,8.85475629854992
59.4,7.82455232023005
59.76,6.86587124302256
60.12,6.00158709853859
60.48,5.26083225525915
60.84,4.67899741853499
61.2,4.29773163058669
61.56,4.16494227050459
61.92,4.33479505424883
62.28,4.1266792290475
62.64,5.61089667376285
63,7.23664864388955
63.36,6.6990353545008
63.72,5.98856609266705
64.08,5.35880799287127
64.44,4.85987984008414
64.8,4.52764628833989
65.16,4.38371786073633
65.52,4.43545094943483
65.88,4.67594781566036
66.24,5.08405658970144
66.6,5.62437127091012
66.96,6.24723172770211
67.32,4.64646096093214
67.68,4.51538405506418
68.04,5.36019222122333
68.4,4.88187901400058
68.76,4.65125293173835
69.12,4.65677762999796
69.48,4.88331188729634
69.84,5.31210960510604
70.2,5.92081980785522
70.56,6.68348664292767
70.92,7.57054938066281
71.28,8.54884241435562
71.64,9.58159526025678
72,10.6284325575725
72.36,9.57116505989361
