"Distance [mm]","Mag_H [kA_per_m] - Freq='1MHz' Phase='0deg'"
0,9.77980958789448
0.18,9.78124675425896
0.36,9.7827318721172
0.54,9.7842649475759
0.72,9.78584598669406
0.9,9.78747499548282
1.08,9.78915197990559
1.26,9.79087694587798
1.44,9.79264989926779
1.62,9.79447084589508
1.8,9.79633979153212
1.98,9.79825674190337
2.16,9.80022170268548
2.34,9.80223467950741
2.52,9.80429567795024
2.7,9.80640470354734
2.88,9.80856176178422
3.06,9.81076685809868
3.24,9.8130199978807
3.42,9.81532118647247
3.6,9.81767042916841
3.78,9.82006773121513
3.96,9.82251309781153
4.14,9.82500653410863
4.32,9.82754804520971
4.5,9.83013763617027
4.68,9.83277531199804
4.86,9.83546107765294
5.04,9.83819493804709
5.22,9.84097689804487
5.4,9.84380696246286
5.58,9.84668513606983
5.76,9.84961142358684
5.94,9.85258582968703
6.12,9.85560835899591
6.3,9.8586790160911
6.48,9.86179780550247
6.66,9.86496473171211
6.84,9.86817979915435
7.02,9.87144301221569
7.2,9.87475437523485
7.38,9.87811389250281
7.56,9.88152156826272
7.74,9.88497740670997
7.92,9.88848141199213
8.1,9.89203358820906
8.28,9.89563393941277
8.46,9.8992824696075
8.64,9.90297918274974
8.82,9.90672408274813
9,9.91051717346359
9.18,9.91435845870923
9.36,9.91824794225037
9.54,9.92218562780456
9.72,9.92617151904155
9.9,9.93020561958332
10.08,9.93428793300407
10.26,9.93841846283018
10.44,9.94259721254031
10.62,9.94682418556526
10.8,9.95109938528812
10.98,9.95542281504413
11.16,9.95979447812082
11.34,9.96421437775783
11.52,9.96868251714712
11.7,9.97319889943282
11.88,9.9777635277113
12.06,9.98237640503109
12.24,9.98703753439299
12.42,9.99174691874998
12.6,9.99650456100732
12.78,10.0013104640224
12.96,10.0061646306049
13.14,10.0110670635166
13.32,10.0160177654717
13.5,10.0210167391364
13.68,10.0260639871292
13.86,10.031159512021
14.04,10.0363033163345
14.22,10.0414954025451
14.4,10.0467357730799
14.58,10.0520244303187
14.76,10.0573613765933
14.94,10.0627466141876
15.12,10.0681801453379
15.3,10.0736619722327
15.48,10.0791920970126
15.66,10.0847705217705
15.84,10.0903972485516
16.02,10.096072279353
16.2,10.1017956161245
16.38,10.1075672607676
16.56,10.1133872151365
16.74,10.1192554810372
16.92,10.1251720602282
17.1,10.1311369544201
17.28,10.1371501652757
17.46,10.1432116944101
17.64,10.1493215433904
17.82,10.1554797137363
18,10.1616862069194
18.18,10.1679410243636
18.36,10.174244167445
18.54,10.180595637492
