"Distance [mm]","Mag_H [kA_per_m] - Freq='1MHz' Phase='0deg'"
0,0.749026740959183
0.18,0.750145888056473
0.36,0.751294044572748
0.54,0.752471157303074
0.72,0.753677171943912
0.9,0.754912033093134
1.08,0.756175684250014
1.26,0.757468067815227
1.44,0.758789125090858
1.62,0.760138796280391
1.8,0.761517020488718
1.98,0.762923735722132
2.16,0.764358878888334
2.34,0.765822385796421
2.52,0.767314191156904
2.7,0.768834228581692
2.88,0.770382430584103
3.06,0.771958728578851
3.24,0.773563052882062
3.42,0.775195332711263
3.6,0.776855496185383
3.78,0.778543470324762
3.96,0.780259181051135
4.14,0.782002553187648
4.32,0.783773510458848
4.5,0.785571975490686
4.68,0.787397869810519
4.86,0.789251113847107
5.04,0.791131626930615
5.22,0.793039327292608
5.4,0.794974132066063
5.58,0.796935957285352
5.76,0.798924717886258
5.94,0.800940327705965
6.12,0.802982699483062
6.3,0.805051744857541
6.48,0.807147374370802
6.66,0.809269497465643
6.84,0.81141802248627
7.02,0.813592856678293
7.2,0.815793906188725
7.38,0.818021076065984
7.56,0.82027427025989
7.74,0.822553391621671
7.92,0.824858341903956
8.1,0.827189021760778
8.28,0.829545330747576
8.46,0.831927167321193
8.64,0.834334428839875
8.82,0.836767011563271
9,0.839224810652436
9.18,0.841707720169829
9.36,0.844215633079316
9.54,0.846748441246158
9.72,0.849306035437028
9.9,0.851888305320004
10.08,0.854495139464562
10.26,0.857126425341586
10.44,0.859782049323363
10.62,0.862461896683587
10.8,0.865165851597352
10.98,0.867893797141156
11.16,0.870645615292906
11.34,0.873421186931906
11.52,0.876220391838873
11.7,0.87904310869592
11.88,0.881889215086567
12.06,0.88475858749574
12.24,0.887231915717601
12.42,0.889756538678621
12.6,0.892347279495006
12.78,0.895003553467251
12.96,0.89772478202467
13.14,0.900510392725394
13.32,0.90335981925637
13.5,0.90627250143336
13.68,0.90924788520094
13.86,0.912285422632511
14.04,0.915384571930278
14.22,0.918544797425271
14.4,0.921765569577337
14.58,0.925046364975131
14.76,0.928386666336132
14.94,0.931785962506631
15.12,0.93524374846174
15.3,0.938759525305379
15.48,0.942332800270292
15.66,0.945963086718037
15.84,0.949649904138988
16.02,0.953392778152333
16.2,0.957191240506081
16.38,0.961044829077053
16.56,0.964953087870886
16.74,0.968915567022037
16.92,0.972931822793779
17.1,0.977001417578196
17.28,0.981123919896192
17.46,0.98529890439749
17.64,0.989525951860624
17.82,0.993804649192948
18,0.998134589430629
18.18,1.00251537173865
18.36,1.00694660141082
18.54,1.01142788986975
18.72,1.01595885466687
18.9,1.02053911948244
19.08,1.02516831412553
19.26,1.029846074534
19.44,1.03457204277457
19.62,1.03934586704274
19.8,1.04416720166286
19.98,1.04903570708806
20.16,1.05395104990031
20.34,1.05891290281039
20.52,1.0639209446579
20.7,1.06897486041125
20.88,1.07407434116766
21.06,1.07921908415319
21.24,1.08440879272269
21.42,1.08964317635984
21.6,1.09492195067714
21.78,1.10024483741589
21.96,1.10561156444622
22.14,1.11102186576708
22.32,1.11647548150622
22.5,1.12197215792021
22.68,1.12751164739446
22.86,1.13309370844316
23.04,1.13871810570934
23.22,1.14438460996484
23.4,1.15009299811032
23.58,1.15584305317524
23.76,1.16163456431791
23.94,1.16746732682541
24.12,1.17334114211368
24.3,1.18000604534204
24.48,1.18683776324643
24.66,1.19378443087222
24.84,1.20084609258573
25.02,1.20802279195185
25.2,1.21531457173407
25.38,1.22272147389443
25.56,1.23024353959358
25.74,1.23788080919072
25.92,1.24563332224365
26.1,1.25350111750876
26.28,1.26148423294099
26.46,1.26958270569388
26.64,1.27779657211956
26.82,1.28612586776872
27,1.29457062739063
27.18,1.30313088493316
27.36,1.31180667354274
27.54,1.3205980255644
27.72,1.32950497254172
27.9,1.3385275452169
28.08,1.34766577353068
28.26,1.35691968662242
28.44,1.36628931283002
28.62,1.37577467969
28.8,1.38537581393743
28.98,1.39509274150597
29.16,1.40492548752786
29.34,1.41487407633393
29.52,1.42493853145357
29.7,1.43511887561478
29.88,1.4454151307441
30.06,1.45582731796669
30.24,1.46635545760627
30.42,1.47699956918514
30.6,1.48775967142418
30.78,1.49863578224286
30.96,1.50962791875921
31.14,1.52073609728988
31.32,1.53196033335005
31.5,1.54330064165353
31.68,1.55475703611266
31.86,1.5663295298384
32.04,1.57801813514027
32.22,1.58982286352637
32.4,1.60174372570341
32.58,1.61378073157663
32.76,1.62593389024989
32.94,1.63820321002562
33.12,1.65058869840482
33.3,1.66309036208708
33.48,1.67570820697056
33.66,1.68844223815203
33.84,1.70129245992679
34.02,1.71425887578878
34.2,1.72734148843046
34.38,1.74054029974292
34.56,1.7538553108158
34.74,1.76728652193733
34.92,1.78083393259432
35.1,1.79449754147217
35.28,1.80827734645484
35.46,1.82217334462488
35.64,1.83618553226343
35.82,1.8503139048502
36,1.86455845706348
36.18,1.87891918278014
36.36,1.89339607507563
36.54,1.90798912622399
36.72,1.92269832769783
36.9,1.93752367016835
37.08,1.95246514350531
37.26,1.96752273677707
37.44,1.98269643825057
37.62,1.99798623539131
37.8,2.01339211486341
37.98,2.02891406252952
38.16,2.0445520634509
38.34,2.0603061018874
38.52,2.07617616129742
38.7,2.09216222433797
38.88,2.10972233763812
39.06,2.13214586806037
39.24,2.15483996249667
39.42,2.17780505314101
39.6,2.20104157154853
39.78,2.22454994863551
39.96,2.24833061467935
40.14,2.27238399931861
40.32,2.29671053155299
40.5,2.32131063974331
40.68,2.34618475161156
40.86,2.37133329424085
41.04,2.39675669407544
41.22,2.42245537692072
41.4,2.44842976794322
41.58,2.47468029167062
41.76,2.50120737199174
41.94,2.52801143215654
42.12,2.55509289477611
42.3,2.58245218182268
42.48,2.61008971462964
42.66,2.6380059138915
42.84,2.66620119966393
