"Distance [mm]","Mag_H [kA_per_m] - Freq='1MHz' Phase='0deg'"
0,19.6893793176148
0.36,19.6964901749986
0.72,19.7036298603177
1.08,19.7107983526652
1.44,19.7179956313086
1.8,19.7252216756901
2.16,19.7324764654263
2.52,19.7397599803083
2.88,19.7470722003017
3.24,19.7544131055465
3.6,19.7617826763575
3.96,19.7691808932238
4.32,19.7766077368089
4.68,19.7840631879511
5.04,19.7915472276631
5.4,19.7990598371319
5.76,19.8066009977192
6.12,19.8141706909613
6.48,19.8217688985688
6.84,19.829395602427
7.2,19.8370507845954
7.56,19.8447344273083
7.92,19.8524465129745
8.28,19.8601870241771
8.64,19.867955943674
9,19.8757532543972
9.36,19.8835789394536
9.72,19.8914329821245
10.08,19.8993153658656
10.44,19.9072260743071
10.8,19.9151650912538
11.16,19.923132400685
11.52,19.9311279867546
11.88,19.9391518337907
12.24,19.9441968278956
12.6,19.944940563369
12.96,19.9453622371663
13.32,19.9454620003747
13.68,19.9452400276172
14.04,19.944696517053
14.4,19.9438316903772
14.76,19.9426457928208
15.12,19.9411390931509
15.48,19.9393118836705
15.84,19.9371644802186
16.2,19.9346972221704
16.56,19.9319104724367
16.92,19.9288046174646
17.28,19.9253800672371
17.64,19.9216372552732
18,19.9175766386277
18.36,19.9131986978917
18.72,19.9085039371922
19.08,19.9034928841919
19.44,19.8981660900899
19.8,19.892524129621
20.16,19.8865676010562
20.52,19.8802971262022
20.88,19.8737133504021
21.24,19.8646673013905
21.6,19.8545146765529
21.96,19.8438188516689
22.32,19.8325783877287
22.68,19.8207918825327
23.04,19.8084579706911
23.4,19.7955753236243
23.76,19.7821426495626
24.12,19.7681586935462
24.48,19.7536222374255
24.84,19.7385320998607
25.2,19.7228871363221
25.56,19.7066862390899
25.92,19.6899283372545
26.28,19.6726123967159
26.64,19.6547374201847
27,19.6363024471808
27.36,19.6173065540345
27.72,19.5977488538861
28.08,19.5776284966857
28.44,19.5569446691935
28.8,19.5356965949798
29.16,19.5138835344247
29.52,19.4915047847184
29.88,19.4654789022882
30.24,19.4208264404536
30.6,19.3757165296726
30.96,19.3301506174098
31.32,19.2841302505111
31.68,19.237657075204
