"Distance [mm]","Mag_H [kA_per_m] - Freq='1MHz' Phase='0deg'"
0,1.07033202987876
0.36,1.06633671919272
0.72,1.06230965855768
1.08,1.05824999500635
1.44,1.0541568859883
1.8,1.05002949936998
2.16,1.04586701343472
2.52,1.04166861688271
2.88,1.03743350883104
3.24,1.03316089881365
3.6,1.02885000678135
3.96,1.02450006310186
4.32,1.02011030855974
4.68,1.01567999435643
5.04,1.01120838211027
5.4,1.00669474385643
5.76,1.002138362047
6.12,0.997538529550917
6.48,0.992894549653997
6.84,0.988205736058938
7.2,0.983471412885304
7.56,0.978690914669538
7.92,0.973863586364957
8.28,0.968988783341749
8.64,0.964065871386984
9,0.959094226704599
9.36,0.95407323591541
9.72,0.949002296057104
10.08,0.943880814584246
10.44,0.938708209368273
10.8,0.933483908697495
11.16,0.928207351277102
11.52,0.922877986229155
11.88,0.917495273092587
12.24,0.909067758643611
12.6,0.896457010796607
12.96,0.883692413157237
13.32,0.870775677311789
13.68,0.85771036527438
14.04,0.844501889486982
14.4,0.8311575128194
14.76,0.81768634856929
15.12,0.804099360462141
15.48,0.790409362651295
15.84,0.776631019717926
16.2,0.762780846671063
16.56,0.748877208947565
16.92,0.734940322412142
17.28,0.720992253357344
17.64,0.707056918503564
18,0.693160084999034
18.36,0.679329370419834
18.72,0.665594242769888
19.08,0.651986020480954
19.44,0.638537872412639
19.8,0.625284817852391
20.16,0.612263726515503
20.52,0.599513318545106
20.88,0.587074164512179
21.24,0.569748305086484
21.6,0.552379739159244
21.96,0.536881967954439
22.32,0.523598591331281
22.68,0.512834167377426
23.04,0.504854212408997
23.4,0.499885200970565
23.76,0.498114565835166
24.12,0.499690698004284
24.48,0.504722946707865
24.84,0.513281619404312
25.2,0.525397981780479
25.56,0.541064257751685
25.92,0.560233629461696
26.28,0.582820237282746
26.64,0.60869917981551
27,0.637706513889139
27.36,0.669639254561223
27.72,0.704255375117818
28.08,0.741273807073432
28.44,0.78037444017104
28.8,0.821198122382059
29.16,0.863346659906367
29.52,0.906382817172307
29.88,0.95195230632511
30.24,1.01246723883547
30.6,1.07700522429263
30.96,1.14529711461072
31.32,1.21709484031104
31.68,1.29217141052205
32.04,1.3703209129794
32.4,1.45135851402592
32.76,1.5351204586116
33.12,1.62146407029361
33.48,1.71026775123631
33.84,1.80143098221121
34.2,1.89487432259701
34.56,1.99053941037959
34.92,2.088388962152
35.28,2.18840677311444
35.64,2.29059771707433
36,2.39836653121858
36.36,2.51041625766781
36.72,2.62365504630351
37.08,2.73809055777974
37.44,2.85373041482815
37.8,2.97058220225793
38.16,3.08865346695587
38.52,3.20795171788633
38.88,3.32848442609125
39.24,3.45025902469013
39.6,3.57328290888004
39.96,3.69756343593565
40.32,3.82310792520917
40.68,3.94992365813043
41.04,4.07801787820677
41.4,4.20739779102317
41.76,4.33807056424214
42.12,4.49930693386186
42.48,4.66315225330076
42.84,4.82759895074902
43.2,4.99260756641977
43.56,5.15814232723983
43.92,5.3241711468497
44.28,5.49066562560355
44.64,5.65760105056928
45,5.82495639552845
45.36,5.99271432097631
45.72,6.16400546118628
46.08,6.34530202591728
46.44,6.52833860465131
46.8,6.71312844356951
47.16,6.8996857318351
47.52,7.08802560159339
47.88,7.27816412797175
48.24,7.47011832907969
48.6,7.66390616600876
48.96,7.8595465428326
49.32,8.05705930660692
49.68,8.26587681384921
50.04,8.48764969790674
50.4,8.71699148023054
50.76,8.95388945970436
51.12,9.19833286919343
51.48,9.45031287554427
51.84,9.70982257958503
52.2,9.97593317202615
52.56,10.2446624129919
52.92,10.5191503725977
53.28,10.799389723214
53.64,11.0853745254586
54,11.3771002281963
54.36,11.6963663042671
54.72,12.0764216026902
55.08,12.4760689694531
55.44,12.8951963336116
55.8,13.3337240127679
56.16,13.7916047130703
56.52,14.3966033232204
56.88,15.2133681127353
57.24,16.1012879110858
