"Distance [mm]","Mag_H [kA_per_meter] - Freq='1MHz' Phase='0deg'"
0,1.37054779964819
0.3,1.38546546370396
0.6,1.40055679828867
0.9,1.41582130830292
1.2,1.43125850865004
1.5,1.44686792423607
1.8,1.46264908996976
2.1,1.47860155076263
2.4,1.49472486152888
2.7,1.51101858718546
3,1.52748230265203
3.3,1.54411559285099
3.6,1.56091805270745
3.9,1.57788928714926
4.2,1.59502891110698
4.5,1.61233654951391
4.8,1.62981183730606
5.1,1.64745441942217
5.4,1.66539758465137
5.7,1.68576069302904
6,1.70623971301621
6.3,1.72683457378075
6.6,1.74754520485995
6.9,1.76837153616059
7.2,1.78931349795886
7.5,1.81037102090042
7.8,1.83154403600036
8.1,1.85283247464321
8.4,1.87423626858299
8.7,1.89575534994311
9,1.91738965121645
9.3,1.93913910526536
9.6,1.96100364532158
9.9,1.98298320498636
10.2,2.00507771823034
10.5,2.02728711939365
10.8,2.04961134318583
11.1,2.07205032468591
11.4,2.09460399934231
11.7,2.11727230297295
12,2.14005517176515
12.3,2.16295254227572
12.6,2.18596435143087
12.9,2.20909053652631
13.2,2.23233103522715
13.5,2.25568578556796
13.8,2.27915472595276
14.1,2.30273779515503
14.4,2.32643493231766
14.7,2.35024607695302
15,2.37417116894291
15.3,2.39821014853859
15.6,2.42236295636074
15.9,2.4466295333995
16.2,2.47100982101448
16.5,2.49550376093469
16.8,2.52011129525863
17.1,2.54483236645421
17.4,2.56966691735882
17.7,2.59461489117927
18,2.61967623149181
18.3,2.65346236975627
18.6,2.69134650699792
18.9,2.72933217865606
19.2,2.76741896738315
19.5,2.80560646466031
19.8,2.84389427079731
20.1,2.88228199493257
20.4,2.92076925503317
20.7,2.95935567789482
21,2.99804089914192
21.3,3.03682456322749
21.6,3.0757063234332
21.9,3.1146858418694
22.2,3.15376278947507
22.5,3.19293684601785
22.8,3.23220770009403
23.1,3.27157504912856
23.4,3.31103859937502
23.7,3.35059806591566
24,3.3902531726614
24.3,3.43000365235176
24.6,3.46984924655496
24.9,3.50978970566785
25.2,3.54982478891595
25.5,3.5899542643534
25.8,3.63017790886303
26.1,3.67049550815628
26.4,3.71525497921998
26.7,3.77260197263457
27,3.82982119762048
27.3,3.88691196622451
27.6,3.94387359833273
27.9,4.00070542167055
28.2,4.05740677180269
28.5,4.11397699213317
28.8,4.17041543390529
29.1,4.22672145620171
29.4,4.28289442594435
29.7,4.33996785378151
30,4.40185125407403
30.3,4.46646690860434
30.6,4.53381296434287
30.9,4.60388765761581
31.2,4.67668931410515
31.5,4.75221634884861
31.8,4.83046726623974
32.1,4.91144066002779
32.4,4.99513521331786
32.7,5.08154969857076
33,5.16707436843796
33.3,5.24269666112031
33.6,5.31936111279202
33.9,5.39706478162785
34.2,5.47580497339132
34.5,5.55557924143461
34.8,5.63638538669863
35.1,5.71822145771296
35.4,5.80108575059585
35.7,5.88497680905429
36,5.96989342438394
36.3,6.05583463546917
36.6,6.142799728783
36.9,6.23078823838721
37.2,6.31979994593226
37.5,6.40983488065722
37.8,6.50089331938999
38.1,6.59297578654708
38.4,6.68608305413369
38.7,6.80365181905236
39,6.95307291839603
39.3,7.10125596958704
39.6,7.24824965581377
39.9,7.39410375761141
40.2,7.53886915286176
40.5,7.68259781679336
40.8,7.82534282198148
41.1,7.96715833834803
41.4,8.11640505601237
41.7,8.28196034336279
42,8.46263825342569
