"Distance [mm]","Mag_H [kA_per_meter] - Freq='1MHz' Phase='0deg'"
0,0.0335278928836131
0.36,0.0335212351390709
0.72,0.0338025613500102
1.08,0.0343596929395587
1.44,0.035180585524617
1.8,0.0362533289158589
2.16,0.0375661471177313
2.52,0.0391073983284541
2.88,0.0408655749400202
3.24,0.0428293035381954
3.6,0.044987344902519
3.96,0.0438495831526725
4.32,0.041144527954287
4.68,0.0387879899358569
5.04,0.0367239096840273
5.4,0.0349021978804658
5.76,0.0332787353018631
6.12,0.031815372819933
6.48,0.030479931401412
6.84,0.0292462021080596
7.2,0.0280939460966585
7.56,0.027008894619014
7.92,0.0259827490219545
8.28,0.0250131807473314
8.64,0.0241038313320189
9,0.0232643124079143
9.36,0.0225102057019376
9.72,0.0218630630360322
10.08,0.0213504063271639
10.44,0.0210057275873219
10.8,0.020868488923518
11.16,0.0209841225377871
11.52,0.0214040307271872
11.88,0.0221855858837989
12.24,0.0233921304947261
12.6,0.0250929771420952
12.96,0.0273634085030563
13.32,0.035029800134835
13.68,0.0446033715097368
14.04,0.0543990825170154
14.4,0.064354023799113
14.76,0.0744119864059112
15.12,0.0845234617947422
15.48,0.0946456418303776
15.84,0.10474241878504
16.2,0.114784385338391
16.56,0.124748834577542
16.92,0.134619759997048
17.28,0.141795741638335
17.64,0.147258901976522
18,0.153247287727901
18.36,0.159747182574507
18.72,0.166745017868093
19.08,0.174227372630135
19.44,0.182180973551825
19.8,0.190592694994076
20.16,0.199449558987518
20.52,0.208738735232506
20.88,0.218447541099105
21.24,0.22856344162711
21.6,0.239074049526027
21.96,0.249967125175085
22.32,0.261230576623232
22.68,0.272852459589136
23.04,0.29025224826243
23.4,0.315126247013799
23.76,0.340787250358528
24.12,0.367242763937904
24.48,0.394502476439916
24.84,0.422578259599281
25.2,0.451484168197416
25.56,0.481236440062468
25.92,0.511853496069283
26.28,0.543355940139438
26.64,0.575766559241206
27,0.609110323389596
27.36,0.643414385646311
27.72,0.678708082119782
28.08,0.715598588930215
28.44,0.753523739404729
28.8,0.791944162873093
29.16,0.830834405157573
29.52,0.87016903041112
29.88,0.909922621117379
30.24,0.95006977809068
30.6,0.990585120476048
30.96,1.03144328574919
31.32,1.07261892971652
31.68,1.11408672651512
32.04,1.15582136861277
32.4,1.19779756680796
32.76,1.23999005022983
33.12,1.28237356633824
33.48,1.32492288092374
33.84,1.36996906932243
34.2,1.45268228282344
34.56,1.53586209879194
34.92,1.61947537390979
35.28,1.70349291666369
35.64,1.78788948734519
36,1.87264379805063
36.36,1.9577385126812
36.72,2.04316024694289
37.08,2.12889956834652
37.44,2.21495099620775
37.8,2.30131300164705
38.16,2.38798800758972
38.52,2.47498238876586
38.88,2.56230647171044
39.24,2.65053630255549
39.6,2.74099562579712
39.96,2.83272580982664
40.32,2.92570902337853
40.68,3.01992743649225
41.04,3.11536322051229
41.4,3.22651042191634
41.76,3.3539279205146
42.12,3.48254958892185
42.48,3.6123488163657
42.84,3.74330222961706
43.2,3.87538969299014
43.56,4.00859430834246
43.92,4.14290241507483
44.28,4.27830359013134
44.64,4.41479064799944
45,4.55235964070982
45.36,4.69100985783651
45.72,4.8307438264968
46.08,4.97156731135133
46.44,5.11348931460399
46.8,5.25652207600203
47.16,5.40068107283592
47.52,5.54598501993952
47.88,5.69438065651915
48.24,5.86283812882763
48.6,6.02997889624984
48.96,6.19578784728246
49.32,6.36025003846982
49.68,6.57449741037667
50.04,6.78871306905629
50.4,7.00239263272623
50.76,7.2155004856987
51.12,7.42801937389584
51.48,7.63995040484944
51.84,7.85131304770127
52.2,8.06214513320276
52.56,8.2725028537153
52.92,8.48246076320998
53.28,8.74829419343299
53.64,9.0567834736244
54,9.39825766824695
54.36,9.77279757978009
54.72,10.1805108157055
55.08,10.6215317885068
55.44,11.0960217156699
55.8,11.6041686196827
56.16,12.1461873280353
56.52,12.7223194732198
56.88,13.3328334927305
57.24,13.9780246290639
57.6,14.6582149297182
57.96,15.3737532471944
58.32,15.4145009227057
58.68,14.2456098305481
