"Distance [mm]","Mag_H [kA_per_meter] - Freq='1MHz' Phase='0deg'"
0,1.04652635931877
0.36,1.06503814732358
0.72,1.08386486881546
1.08,1.10300349677637
1.44,1.12245103543567
1.8,1.1422045202701
2.16,1.16226101800376
2.52,1.18261762660814
2.88,1.20327147530211
3.24,1.2242197245519
3.6,1.24588066291769
3.96,1.27131052674477
4.32,1.29688661474218
4.68,1.32260881974903
5.04,1.34847703479032
5.4,1.37449115307696
5.76,1.40065106800573
6.12,1.42695667315935
6.48,1.45340786230641
6.84,1.4800045294014
7.2,1.5067465685847
7.56,1.53363387418262
7.92,1.56066634070732
8.28,1.5878438628569
8.64,1.61516633551533
9,1.64263365375249
9.36,1.67024571282415
9.72,1.69800240817199
10.08,1.72590363542357
10.44,1.75394929039236
10.8,1.78213926907773
11.16,1.81047346766493
11.52,1.83895178252513
11.88,1.86757411021537
12.24,1.89634034747862
12.6,1.92525039124373
12.96,1.95430413862543
13.32,1.98350148692438
13.68,2.01284233362713
14.04,2.04232657640611
14.4,2.07195411311965
14.76,2.101724841812
15.12,2.13163866071329
15.48,2.16169546823954
15.84,2.19189516299269
16.2,2.22223764376056
16.56,2.25272280951687
16.92,2.28335055942124
17.28,2.31412079281918
17.64,2.34503340924212
18,2.37608830840737
18.36,2.40728539021813
18.72,2.4386245547635
19.08,2.4701057023185
19.44,2.50172873334403
19.8,2.53349354848688
20.16,2.56540004857975
20.52,2.59744813464124
20.88,2.62963770787583
21.24,2.66196866967391
21.6,2.69444092161178
21.96,2.7270543654516
22.32,2.76042209227099
22.68,2.80317313301521
23.04,2.84612949109002
23.4,2.88929257860284
23.76,2.9326638747758
24.12,2.9762449259458
24.48,3.02003734556447
24.84,3.06404281419819
25.2,3.10826307952804
25.56,3.15269995634991
25.92,3.19691516768233
26.28,3.2384361046713
26.64,3.28002663820849
27,3.32167526397472
27.36,3.36337104081854
27.72,3.40510359075617
28.08,3.44686309897154
28.44,3.48864031381626
28.8,3.52977469340751
29.16,3.56832429226816
29.52,3.60701700652786
29.88,3.64585251982241
30.24,3.6848305277654
30.6,3.72395073794816
30.96,3.76321286993982
31.32,3.80261665528727
31.68,3.84216183751517
32.04,3.88184817212597
32.4,3.92167542659987
32.76,3.96164338039486
33.12,4.00175182494669
33.48,4.0420005636689
33.84,4.08238941195277
34.2,4.1229181971674
34.56,4.1634462277708
34.92,4.20382171089367
35.28,4.24407037507533
35.64,4.28419327411109
36,4.32419162819706
36.36,4.36406682393017
36.72,4.40382041430815
37.08,4.44345411872948
37.44,4.48296982299351
37.8,4.52236957930035
