"Distance [mm]","Mag_H [kA_per_m] - Freq='1MHz' Phase='0deg'"
0,0.0198572624827155
0.15,0.0200270414662706
0.3,0.0201963768014368
0.45,0.0203651748806773
0.6,0.0205333442310808
0.75,0.0207007955143611
0.9,0.0208674415268574
1.05,0.021033197199534
1.2,0.0211979795979804
1.35,0.0213617079224112
1.5,0.0215243035076667
1.65,0.0216856898232118
1.8,0.0218457924731371
1.95,0.0220045391961581
2.1,0.0221618598656158
2.25,0.0223176864894763
2.4,0.0224719532103307
2.55,0.0226245963053958
2.7,0.0227755541865133
2.85,0.02292476740015
3,0.0230721786273983
3.15,0.0232177326839755
3.3,0.0233613765202243
3.45,0.0235030592211126
3.6,0.0236427320062335
3.75,0.0237803482298052
3.9,0.0239158633806713
4.05,0.0240492350823007
4.2,0.0241804230927872
4.35,0.0243093893048501
4.5,0.0244360977458337
4.65,0.0245605145777078
4.8,0.0246826080970673
4.95,0.0248023487351321
5.1,0.0249197090577477
5.25,0.0250346637653846
5.4,0.0251471896931385
5.55,0.0252572658107305
5.7,0.0253648732225066
5.85,0.0254699951674385
6,0.0255726170191228
6.15,0.0256727262857812
6.3,0.0257703126102609
6.45,0.0258653677700343
6.6,0.0259578856771988
6.75,0.0260478623784774
6.9,0.0261352960552178
7.05,0.0262201870233934
7.2,0.0263025377336026
7.35,0.0263823527710691
7.5,0.0264596388556417
7.65,0.0265344048417945
7.8,0.0266066617186269
7.95,0.0266764226098634
8.1,0.0267437027738538
8.25,0.0268085196035731
8.4,0.0268708926266215
8.55,0.0269308435052244
8.7,0.0269883960362325
8.85,0.0270435761511217
9,0.0270978869032198
9.15,0.0275000542195168
9.3,0.0279079663937056
9.45,0.0283215675576228
9.6,0.0287408027277117
9.75,0.0291656178050226
9.9,0.0295959595752123
10.05,0.0300317757085446
10.2,0.0304730147598898
10.35,0.0309196261687251
10.5,0.0313715602591345
10.65,0.0318287682398087
10.8,0.0322912022040451
10.95,0.032758815129748
11.1,0.0332315608794283
11.25,0.0337093942002038
11.4,0.0341922707237989
11.55,0.0346801469665449
11.7,0.0351729803293799
11.85,0.0356707290978485
12,0.0361733524421024
12.15,0.0366808104168998
12.3,0.0371930639616057
12.45,0.037710074900192
12.6,0.0382318059412372
12.75,0.0387582206779265
